"","time","U","I","V"
"366",36.5,4582.79531954091,223263.616407829,140059.405860439
"367",36.6,4411.24823123659,223035.849559828,140817.922328696
"368",36.7,4245.248232367,222802.947814407,141575.65580754
"369",36.8,4084.65454101889,222565.061007684,142332.589098038
"370",36.9,3929.32832837481,222322.336756536,143088.705506808
"371",37,3779.13276031311,222074.92042101,143843.988838417
"372",37.1,3633.93303546435,221822.955070328,144598.423387644
"373",37.2,3493.59641979532,221566.581452437,145351.993931642
"374",37.3,3357.99227779581,221305.937966999,146104.685722005
"375",37.4,3226.99210034611,221041.160641744,146856.484476739
"376",37.5,3100.46952934635,220772.383112108,147607.376372169
"377",37.6,2978.3003791911,220499.736604054,148357.348034771
"378",37.7,2860.36265517508,220223.349919988,149106.386532965
"379",37.8,2746.53656891784,219943.349427686,149854.479368851
"380",37.9,2636.70455089713,219659.859052122,150601.61446992
"381",38,2530.75126018185,219373.000270112,151347.780180744
"382",38.1,2428.56359145725,219082.892107672,152092.965254643
"383",38.2,2330.0306794355,218789.651139997,152837.158845361
"384",38.3,2235.04390074592,218493.391493949,153580.350498732
"385",38.4,2143.49687339948,218194.224852972,154322.530144371
"386",38.5,2055.28545392274,217892.260464326,155063.688087377
"387",38.6,1970.30773225608,217587.605148538,155803.815000065
"388",38.7,1888.46402451165,217280.363310978,156542.901913745
"389",38.8,1809.65686368543,216970.636955452,157280.940210526
"390",38.9,1733.790988418,216658.525699735,158017.921615182
"391",39,1660.77332989758,216344.126792911,158753.838187072
"392",39.1,1590.5129969982,216027.535134465,159488.682312119
"393",39.2,1522.92125974506,215708.843294999,160222.446694857
"394",39.3,1457.91153119785,215388.1415385,160955.124350556
"395",39.4,1395.39934784161,215065.517846052,161686.708597416
"396",39.5,1335.3023485735,214741.057940915,162417.193048855
"397",39.6,1277.54025237224,214414.84531487,163146.571605874
"398",39.7,1222.03483473541,214086.961255754,163874.838449521
"399",39.8,1168.70990296817,213757.484876086,164601.988033448
"400",39.9,1117.49127040517,213426.493142712,165328.015076564
"401",40,1068.30672964561,213094.060907384,166052.914555798
"402",40.1,1021.08602487937,212760.260938189,166776.681698959
"403",40.2,975.760823380352,212425.163951756,167499.311977708
"404",40.3,932.264686240808,212088.838646165,168220.801100644
"405",40.4,890.533038418732,211751.351734477,168941.145006494
"406",40.5,850.503138167892,211412.767978833,169660.339857428
"407",40.6,812.114045918116,211073.150225025,170378.382032486
"408",40.7,775.306592671205,210732.559437508,171095.268121119
"409",40.8,740.023347975528,210391.054734751,171810.99491686
"410",40.9,706.208587540246,210048.693424899,172525.559411104
"411",41,673.808260547757,209705.53104167,173238.958787022
"412",41.1,642.769956720735,209361.621380424,173951.190413584
"413",41.2,613.042873197933,209017.016534373,174662.251839717
"414",41.3,584.577781270474,208671.766930854,175372.140788576
"415",41.4,557.326993028938,208325.921367629,176080.855151947
"416",41.5,531.244327965333,207979.527049172,176788.39298477
"417",41.6,506.285079583538,207632.629622872,177494.75249978
"418",41.7,482.405982049986,207285.27321514,178199.932062279
"419",41.8,459.565176932698,206937.500467356,178903.930185026
"420",41.9,437.722180066687,206589.352571634,179606.745523253
"421",42,416.837848580803,206240.86930635,180308.376869796
"422",42.1,396.874348121211,205892.089071421,181008.823150349
"423",42.2,377.795120304075,205543.048923288,181708.083418842
"424",42.3,359.564850428023,205193.784609576,182406.156852928
"425",42.4,342.149435475088,204844.330603401,183103.042749598
"426",42.5,325.515952426905,204494.720137309,183798.740520901
"427",42.6,309.632626921093,204144.985236807,184493.24968979
"428",42.7,294.468802271021,203795.156753473,185186.569886071
"429",42.8,279.994908870328,203445.264397624,185878.70084247
"430",42.9,266.182434001975,203095.33677052,186569.642390809
"431",43,253.003892069993,202745.401396089,187259.394458289
"432",43.1,240.432795268822,202395.484752156,187947.957063882
"433",43.2,228.443624703846,202045.612301168,188635.330314826
"434",43.3,217.011802002657,201695.80852037,189321.51440323
"435",43.4,206.113661372884,201346.096931489,190006.509602771
"436",43.5,195.726422160902,200996.500129854,190690.316265496
"437",43.6,185.828161919125,200647.039812961,191372.934818724
"438",43.7,176.397789978518,200297.736808487,192054.365762039
"439",43.8,167.415021532724,199948.611101731,192734.609664381
"440",43.9,158.860352244205,199599.681862497,193413.667161233
"441",44,150.715033375798,199250.967471393,194091.538951885
"442",44.1,142.96104745132,198902.485545563,194768.225796806
"443",44.2,135.581084447858,198554.252963837,195443.728515081
"444",44.3,128.558518521396,198206.285891304,196118.047981953
"445",44.4,121.877385266598,197858.599803312,196791.18512643
"446",44.5,115.52235951066,197511.209508878,197463.140928985
"447",44.6,109.478733640384,197164.129173543,198133.916419329
"448",44.7,103.732396460836,196817.37234164,198803.512674263
"449",44.8,98.2698125832532,196470.951957996,199471.930815599
"450",44.9,93.0780023392012,196124.880389078,200139.172008163
"451",45,88.1445222173553,195779.169443565,200805.237457864
"452",45.1,83.4574458186848,195433.830392381,201470.128409828
"453",45.2,79.0053453253008,195088.873988163,202133.846146607
"454",45.3,74.7772734776991,194744.310484201,202796.391986451
"455",45.4,70.7627460546869,194400.14965283,203457.767281636
"456",45.5,66.9517248498393,194056.400803301,204117.973416866
"457",45.6,63.3346011379451,193713.072799126,204777.011807726
"458",45.7,59.9021796245439,193370.174074913,205434.883899194
"459",45.8,56.6456628713252,193027.712652692,206091.591164214
"460",45.9,53.5566361898719,192685.696157744,206747.135102319
"461",46,50.6270529959641,192344.131833946,207401.517238308
"462",46.1,47.8492206164221,192003.026558632,208054.739120978
"463",46.2,45.2157865402682,191662.386856981,208706.802321897
"464",46.3,42.7197251057929,191322.218915955,209357.708434238
"465",46.4,40.3543246149705,190982.528597772,210007.459071647
"466",46.5,38.1131748665268,190643.321452944,210656.055867161
"467",46.6,35.9901550988567,190304.602732879,211303.500472175
"468",46.7,33.9794223339057,189966.377402066,211949.794555443
"469",46.8,32.0754001130568,189628.650149837,212594.939802122
"470",46.9,30.2727676160215,189291.425401731,213238.937912856
"471",47,28.5664491537038,188954.707330466,213881.790602902
"472",47.1,26.9516040259946,188618.499866522,214523.499601285
"473",47.2,25.4236167354588,188282.806708353,215164.066649992
