"","time","U","I","V"
"198",19.7,4.87200979022741e-22,24592.6012317282,378799.137852869
"199",19.8,1.86262901626395e-23,24558.4117203524,381192.282434389
"200",19.9,-1.8815906153589e-22,24524.2697404548,383582.09994463
"201",20,-1.73752038604083e-24,24490.1752259554,385968.595009005
"202",20.1,2.36985165006435e-22,24456.1281108661,388351.772246496
"203",20.2,3.03703669369384e-22,24422.1283292906,390731.636269665
"204",20.3,1.90422476446778e-22,24388.175815424,393108.191684661
"205",20.4,5.01941279413326e-23,24354.2705035532,395481.44309123
"206",20.5,-1.64010483144188e-23,24320.4123280563,397851.39508272
"207",20.6,-1.34166470198741e-23,24286.6012234026,400218.052246096
"208",20.7,6.71326900274836e-24,24252.8371241524,402581.419161946
"209",20.8,8.90121111636101e-24,24219.1199649574,404941.50040449
"210",20.9,9.54796765221977e-25,24185.4496805596,407298.300541587
"211",21,-3.48526970748284e-24,24151.8262057921,409651.824134748
"212",21.1,-1.10578454037521e-24,24118.2494755785,412002.07573914
"213",21.2,2.68730231418021e-24,24084.7194249329,414349.059903598
"214",21.3,1.85460084011324e-24,24051.2359889595,416692.781170633
"215",21.4,-8.8084675726641e-25,24017.7991028531,419033.244076444
"216",21.5,-9.40261884760099e-25,23984.4087018984,421370.453150921
"217",21.6,6.40032094776646e-25,23951.06472147,423704.412917655
"218",21.7,1.46231929845469e-24,23917.7670970325,426035.12789395
"219",21.8,1.27866412151439e-24,23884.51576414,428362.60259083
"220",21.9,5.45196856304996e-25,23851.3106584366,430686.841513047
"221",22,3.15718852308902e-26,23818.1517156554,433007.84915909
"222",22.1,-7.77761433071062e-26,23785.0388716191,435325.630021195
"223",22.2,5.80701889787774e-27,23751.9720622397,437640.18858535
"224",22.3,6.17058110826393e-26,23718.951223518,439951.52933131
"225",22.4,4.17243312403154e-26,23685.9762915441,442259.656732601
"226",22.5,8.58883590019703e-29,23653.0472024967,444564.575256528
"227",22.6,-1.53018670681963e-26,23620.1638926434,446866.289364188
"228",22.7,-1.00644944400365e-27,23587.3262983403,449164.803510474
"229",22.8,9.82731258554816e-27,23554.5343560321,451460.122144085
"230",22.9,1.15644129883644e-27,23521.7880022516,453752.249707537
"231",23,-6.77380025260688e-27,23489.0871736202,456041.190637172
"232",23.1,-9.67865301831117e-28,23456.431806847,458326.949363162
"233",23.2,4.96442287434012e-27,23423.8218387294,460609.530309519
"234",23.3,3.67348763996167e-27,23391.2572061526,462888.937894105
"235",23.4,1.18706223855239e-27,23358.7378460895,465165.176528642
"236",23.5,-3.02516496911812e-28,23326.2636956006,467438.250618718
"237",23.6,-2.69406548148851e-28,23293.834691834,469708.164563794
"238",23.7,1.48983621118778e-28,23261.450772025,471974.922757216
"239",23.8,2.50674406261296e-28,23229.1118734964,474238.529586224
"240",23.9,8.78543886077168e-29,23196.817933658,476498.989431956
"241",24,-5.23535887779646e-29,23164.5688900065,478756.30666946
"242",24.1,-6.26125066817549e-29,23132.3646801258,481010.485667704
"243",24.2,-1.12618971721492e-29,23100.2052416863,483261.530789578
"244",24.3,8.37596883082041e-30,23068.0905124451,485509.446391909
"245",24.4,-1.2328551524746e-29,23036.020430246,487754.236825466
"246",24.5,-1.81187680791652e-29,23003.994933019,489995.906434971
"247",24.6,-6.74611253070779e-31,22972.0139587805,492234.459559105
"248",24.7,9.23460566443254e-30,22940.077445633,494469.900530518
"249",24.8,1.84027883944071e-30,22908.1853317652,496702.233675836
"250",24.9,-9.10824609190628e-30,22876.3375554515,498931.463315668
"251",25,-1.26263689431402e-29,22844.5340550525,501157.59376462
"252",25.1,-7.82879088187062e-30,22812.774769014,503380.629331296
"253",25.2,-1.62063608227281e-30,22781.0596358676,505600.574318314
"254",25.3,1.1618775830091e-30,22749.3885942306,507817.433022305
"255",25.4,7.79568466289566e-31,22717.7615828053,510031.209733932
"256",25.5,-3.07441473331249e-31,22686.1785403793,512241.908737889
"257",25.6,-6.20721528763726e-31,22654.6394058253,514449.534312916
"258",25.7,-2.60233337398573e-31,22623.1441181012,516654.090731803
"259",25.8,1.17641329416883e-31,22591.6926162493,518855.582261401
"260",25.9,1.30703186958563e-31,22560.2848393971,521054.013162627
"261",26,-8.30515991430062e-32,22528.9207267565,523249.387690476
"262",26.1,-1.57653858745005e-31,22497.600217624,525441.710094027
"263",26.2,-5.86932781361012e-32,22466.3232513804,527630.984616453
"264",26.3,3.90174138483012e-32,22435.0897674908,529817.215495028
"265",26.4,2.99416207115023e-32,22403.8997055045,532000.406961134
"266",26.5,-3.90138451683046e-32,22372.7530050549,534180.563240269
"267",26.6,-6.93237276000773e-32,22341.6496058591,536357.68855206
"268",26.7,-2.69363383839333e-32,22310.5894477182,538531.787110266
"269",26.8,7.07615300045127e-33,22279.572470517,540702.863122787
"270",26.9,8.53494642716459e-33,22248.5986142238,542870.920791673
"271",27,-1.44750837053281e-33,22217.6678188903,545035.964313135
"272",27.1,-4.53607537812855e-33,22186.7800246517,547197.997877546
"273",27.2,-1.33984163209591e-33,22155.9351717264,549357.025669456
"274",27.3,1.26788805719346e-33,22125.1332004157,551513.051867599
"275",27.4,1.07689591260775e-33,22094.3740511041,553666.080644895
"276",27.5,7.25614625569228e-36,22063.6576642591,555816.116168467
"277",27.6,-2.82606079651254e-34,22032.9839804305,557963.162599641
"278",27.7,5.84803792617099e-35,22002.3529402513,560107.224093962
"279",27.8,1.03820561602455e-34,21971.7644844367,562248.304801195
"280",27.9,-1.26622084291674e-34,21941.2185537843,564386.408865338
"281",28,-1.16180952818211e-34,21910.7150891742,566521.540424625
"282",28.1,6.15972545387842e-35,21880.2540315686,568653.703611538
"283",28.2,1.19045819847046e-34,21849.8353220117,570782.902552816
"284",28.3,7.80757225440764e-35,21819.4589016297,572909.141369458
"285",28.4,9.12520338471506e-36,21789.1247116308,575032.424176735
"286",28.5,-1.64564828478722e-35,21758.8326933048,577152.755084196
"287",28.6,-7.19818739939333e-36,21728.582788023,579270.138195678
"288",28.7,5.24037634725838e-36,21698.3749372385,581384.577609312
"289",28.8,4.06915691376443e-36,21668.2090824856,583496.077417531
"290",28.9,-1.07068916446472e-36,21638.0851653799,585604.64170708
"291",29,-2.18190956475849e-36,21608.0031276182,587710.274559021
"292",29.1,-9.4443393661897e-39,21577.9629109783,589812.980048744
"293",29.2,1.42234715292469e-36,21547.9644573191,591912.76224597
"294",29.3,1.02988531941763e-37,21518.0077085801,594009.625214766
"295",29.4,-9.49473275797438e-37,21488.0926067816,596103.573013549
"296",29.5,-2.20564633756336e-38,21458.2190940247,598194.609695091
"297",29.6,6.88081387710731e-37,21428.3871124906,600282.739306532
"298",29.7,3.2884843363809e-37,21398.5966044413,602367.965889384
"299",29.8,2.26065948694578e-38,21368.8475122189,604450.293479541
"300",29.9,-8.88466905854048e-38,21339.1397782455,606529.726107286
"301",30,-2.01263148635138e-38,21309.4733450234,608606.2677973
"302",30.1,3.55849441170949e-38,21279.848155135,610679.922568666
"303",30.2,2.81884008693863e-38,21250.2641512421,612750.694434882
"304",30.3,-7.59600032150905e-40,21220.7212760866,614818.587403866
"305",30.4,-1.17324644425764e-38,21191.2194724899,616883.605477962
"306",30.5,-5.28174721712154e-39,21161.7586833528,618945.752653953
"307",30.6,1.86452255837928e-39,21132.3388516555,621005.032923063
